"","V23","V56","V59","V60","V61","V62","V63","V64"
"6523",-0.365,-0.215,0.215,0.045,0.215,-0.005,0.335,0.285
"6526",0.03,-0.81,0.37,0.24,-0.3,-0.87,-0.63,-0.81
"6531",0.185,0.295,0.805,1.125,0.325,0.925,-0.405,0.495
"6532",-0.3650098,0.6649902,0.8749902,0.9549902,0.1249902,1.08499,-0.4350098,0.2849902
"6533",0.72,-1.07,-0.32,-0.9,0.06,0.22,-1.77,-0.54
"6543",1.54,0.86,-0.27,0.28,-0.12,-0.29,0.06,-0.33
"6545",2.37,0.7,0.31,-0.12,-0.02,-0.25,-0.39,-0.58
"6548",0.8825,0.3625,-0.8075,-0.2775,-0.3175,0.1025,-0.8675,-0.7375
"6552",-0.175,-0.445,0.265,-0.745,-0.645,-0.005,-1.125,-0.205
"6555",-0.17,-0.07,0.1,0.12,-0.47,0.46,0.52,0.11
"6557",-0.005,-0.375,0.175,-0.185,-0.365,0.285,-0.325,-0.625
"6575",-0.3325,-0.6025,0.3175,-0.1625,-0.0125,0.6075,-0.6025,-0.4725
"6577",-0.57,-0.81,0.17,-0.27,0.19,0.47,-0.53,-0.17
"6585",0.035,0.745,0.265,1.035,0.545,0.525,0.175,1.025
"6597",-0.11,0.2,0.05,0.13,-0.25,0.09,0.21,1.53
"6603",0.29,-0.98,-0.1,0.08,-0.4,0.18,0.09,-1.39
"6609",0.19,0.42,-0.14,-0.05,0.21,0.34,0.2,0.42
"6617",-0.3199902,-0.7499902,0.3900098,-0.6999902,-0.4499902,-0.6999902,0.01000977,-0.5999902
"6626",0.09251949,0.3425195,1.172519,0.4725195,0.7025195,0.5125195,0.4125195,-1.927481
"6628",-0.095,-0.685,0.245,0.165,0.205,-0.025,0.215,0.185
"6652",0.105,-0.435,0.675,-0.255,0.205,-0.145,-0.215,0.405
"6655",-0.8149805,-0.6249805,0.04501949,-0.6649805,-0.4649805,-0.4649805,-0.3449805,-0.2349805
"6661",0.555,-0.355,0.395,0.365,0.145,-0.315,0.695,1.325
"6662",0.5025,0.3025,0.3125,-0.8575,-0.4675,0.4525,-0.7275,1.3725
"6664",-0.34,-0.13,-0.31,-0.47,-0.6,0.52,-0.79,-0.55
"6670",-0.255,-0.405,-0.605,-0.565,0.095,0.105,-0.495,0.175
"6671",-0.09,0.03,-0.12,3.455894e-18,-0.18,0.03,-0.24,0.46
"6677",-0.005,-0.255,0.315,-0.695,-0.015,-1.105,-1.045,-1.185
"6678",0.525,-0.825,-0.515,-0.475,0.095,-0.975,-0.945,-1.545
"6684",0.795,0.355,-0.855,-0.255,0.205,-0.315,-0.145,-0.465
"6690",0.16,-0.71,-0.76,-0.04,0.02,0.38,0.11,-0.96
"6691",0.43,0.77,0.04,-0.63,0.23,0.14,0.16,-0.11
"6698",-0.5800098,-0.5300098,-0.5000098,-0.2000098,-0.1000098,0.2599902,-0.06000977,-0.2200098
"6700",0.205,-0.335,0.745,1.055,0.605,0.085,-0.375,-0.005
"6703",-1.165,0.315,-0.005,1.015,0.065,0.235,0.465,-0.695
"6707",0.165,-0.355,-0.265,-0.075,0.145,0.305,0.415,-0.565
"6719",3.62,1.01,-0.91,-0.25,1.68,0.63,-0.61,-0.03
"6733",0.355,-1.295,0.395,-0.705,0.465,-0.215,-0.975,0.055
"6736",0.7150195,-2.664981,-0.8249805,-2.484981,-1.254981,-0.9549805,0.2750195,-1.124981
"6737",0.695,-1.825,-0.665,-2.455,-0.865,-0.725,1.565,-0.725
"6738",0.0375,-2.8225,-1.0825,-2.6625,-1.8125,-1.2125,-0.2925,-1.6325
"6742",1.055,0.395,1.005,0.365,0.525,1.705,0.565,-0.355
"6746",-0.2499805,-0.2199805,-0.7099805,-1.439981,-0.8299805,-0.9599805,-0.3899805,-0.1399805
"6747",1.1,-0.75,-0.29,-0.54,-0.71,-0.6,0.19,0.25
"6751",-0.1725,0.6175,0.1975,-0.2425,-0.5025,0.0675,-0.3325,-0.3125
"6753",-0.2000098,1.13999,0.3599902,-0.6500098,0.1299902,-0.1600098,-0.2500098,-0.5500098
"6756",-0.2849805,1.475019,-0.9549805,0.3050195,0.7550195,-0.2249805,0.2850195,-0.1349805
"6757",-0.395,1.595,-1.025,0.035,0.645,-0.145,0.125,-0.275
"6758",-0.4600098,1.59999,-0.4500098,0.09999023,0.7499902,-0.2700098,0.4199902,0.01999023
"6759",-0.235,0.485,-0.135,0.035,-0.035,-0.415,0.265,0.675
"6761",-1.0775,1.2425,-0.7675,-0.8975,0.3925,-0.2375,0.4425,-0.3675
"6763",0.3249902,1.06499,-0.4750098,-0.8150098,-0.6650098,-0.8750098,0.1549902,-0.1250098
"6765",-0.485,-0.005,-0.455,0.135,-0.045,-0.095,0.425,0.355
"6766",-0.3199805,0.1600195,-0.5699805,0.6000195,0.2800195,-0.2399805,0.6600195,0.1200195
"6768",-0.645,0.755,-0.595,-0.325,-0.125,-0.715,0.685,0.025
"6771",-0.555,-0.105,-0.685,-0.255,-0.475,-0.885,-0.185,-0.225
"6772",-0.515,-0.145,-0.775,-0.305,-0.375,-0.835,-0.205,-0.445
"6773",-0.515,-0.185,-0.755,-0.165,-0.025,-0.655,-0.065,0.145
"6778",-0.395,0.425,-0.405,-0.855,-0.735,-0.925,-0.645,0.185
"6781",-0.335,0.425,-0.565,0.005,-0.005,-0.345,0.485,0.605
"6782",-0.1375,0.8325,-0.1475,-0.0375,0.3425,-0.3275,0.7625,0.3625
"6785",-0.135,1.375,-0.185,-0.225,-0.295,-0.625,0.875,0.205
"6787",-0.345,1.145,0.485,-0.115,0.495,-0.525,0.585,-0.085
"6788",-0.395,1.125,0.225,0.045,0.195,-0.485,0.455,-0.015
"6789",-0.3800098,0.1299902,-1.36001,-0.2400098,-0.2800098,-0.2900098,0.1799902,0.3799902
"6790",-0.3950098,0.6749902,-0.4750098,0.1349902,0.4449902,0.1449902,0.1849902,0.07499023
"6791",-0.58,1.02,-0.15,0.18,0.46,0.07,0.02,0.15
"6793",-1.14,0.22,-0.46,-0.41,0.2,-0.66,0.52,-0.01
"6794",-0.605,0.155,-0.245,0.255,-0.095,0.195,0.575,0.105
"6796",0.03501949,1.165019,-0.3349805,0.3750195,0.3250195,0.6650195,0.3350195,0.2350195
"6797",0.7950195,-0.1349805,0.07501949,0.3450195,1.975019,1.245019,1.135019,-0.2749805
"6801",-0.435,0.425,-0.585,-1.135,-0.435,0.595,0.865,-0.185
"6805",0.35,1.37,1.08,0.13,-0.02,0.74,1.19,-0.16
"6812",-0.07,0.33,0.65,-0.24,-0.21,-0.27,0.75,1.1
"6813",-0.175,0.375,0.615,-1.015,-0.195,-0.625,0.715,1.075
"6824",-0.155,0.505,-0.135,0.145,-0.035,-0.125,-0.855,2.145
