"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"5796",0.7749902,2.17499,1.13499,1.98499,0.1249902,0.459990234,-0.05499023,-1.26501,-1.59501
"5797",0.2450195,0.9350195,-1.094981,0.4850195,0.8850195,-0.179980507,-2.004961,-2.184981,-1.784981
"5802",0.58,1.4,0.27,0.02,-0.38,-0.695,0.1400195,-0.47,-0.38
"5803",1.55999,5.61999,0.6799902,-0.6700098,0.6799902,-1.475009766,-0.1099902,-2.02001,-1.53001
"5815",0.4500098,0.6500098,0.1500098,0.8700098,0.9000098,-0.854990234,-0.0399707,-1.07999,0.2500098
"5816",0.415,1.575,0.905,1.185,0.385,0.39,1.46502,-0.265,-1.985
"5819",0.5275,0.3075,1.6575,-0.2425,0.6175,-0.0175,0.8075195,-0.0425,-0.8825
"5820",1.355,2.835,0.085,0.695,2.015,0.41,-0.1349805,-0.135,0.175
"5821",1.285,3.125,0.655,0.835,2.035,0.62,-0.3749805,-0.175,0.615
"5822",1.66499,3.30499,0.7549902,0.9649902,2.70499,0.869990234,-0.6949902,-0.04500977,0.7349902
"5824",1.375,3.065,0.195,0.685,2.325,0.9,-0.9049805,-0.345,0.755
"5832",0.4999902,3.12999,-0.2900098,0.1499902,0.7699902,0.514990234,-0.2499902,-0.5000098,1.36999
"5837",1.25498,1.75498,1.97498,-0.6450195,1.79498,1.829980469,-0.005,-1.25502,1.50498
"5838",1.61,1.76,0.55,-0.03,1.29,0.975,-2.50998,2.09,3.82
"5844",0.73,3.61,1.63,-0.1,1.49,0.485,0.3600195,-0.62,-0.67
"5847",1.925019,1.375019,1.605019,0.3650195,-0.3849805,-1.239980507,-0.384961,-0.7149805,-1.794981
"5849",2.71999,1.81999,1.72999,1.34999,0.1199902,0.374990234,-0.5799902,0.6599902,-1.76001
"5850",1.89499,1.21499,1.27499,1.09499,-0.4350098,0.489990234,-0.3749902,0.4949902,-1.46501
"5851",1.325,0.045,0.025,0.145,-0.795,-1.54,-0.04498047,-0.265,-0.385
"5852",-0.375,0.385,1.785,0.835,-0.085,-0.62,1.04502,-0.885,-0.485
"5853",-0.65,-0.06,1.59,0.64,0.03,0.185,0.8800195,-0.75,-0.58
"5855",-0.575,0.105,0.625,0.535,0.025,-0.21,0.4750195,-0.805,-0.195
"5859",0.915,1.435,0.255,0.265,-0.035,-0.37,0.4750195,0.665,0.365
"5861",1,1.7,0.16,0.61,0.25,0.095,0.7200195,1.23,-0.24
"5862",0.6950195,1.405019,-0.3749805,0.6050195,0.3650195,0.190019493,0.715039,1.315019,-0.3849805
"5863",0.8149902,-0.4950098,-0.3550098,0.4549902,0.2749902,-0.230009766,-0.004990234,-0.4950098,-0.2450098
"5865",1.515,2.605,-0.445,-0.725,-0.455,-2.26,0.4350195,0.255,-2.455
"5866",0.455,0.505,0.155,0.675,-0.315,-2.08,-0.8149805,0.785,1.215
"5867",1.03499,0.8349902,0.2449902,0.9149902,-0.1350098,-2.630009766,-0.8749902,0.9049902,1.43499
"5872",-0.025,-0.365,0.615,0.385,0.425,-0.14,-1.39498,-1.275,0.385
"5875",0.1699902,2.32999,0.3599902,-0.2500098,0.6899902,1.974990234,0.5900098,0.5799902,0.5099902
"5876",-0.3549902,-0.5849902,1.39501,2.41501,1.46501,-0.649990234,0.0550293,0.2050098,0.3650098
"5881",0.9399805,-1.30002,0.4599805,0.2399805,0.1499805,0.504980469,0.02,-2.23002,-3.04002
"5885",0.86,0.91,-1.1,0.01,-0.53,-0.845,-0.2899805,0.67,-1.35
"5887",0.3149902,1.47499,-0.2650098,0.7449902,0.1549902,0.169990234,-0.7349902,-0.8050098,-2.80501
"5890",0.84,1.54,-1.93,-0.34,0.16,-1.135,1.40002,-2.27,-2.19
"5892",0.8600098,1.48001,-2.28999,-0.5699902,9.765625e-06,-1.214990234,1.330029,-3.27999,-2.78999
"5893",1.09,0.53,0.01,0.22,-0.02,-0.405,0.9200195,-1.38,-5.55
"5895",1.075019,0.9550195,0.5450195,0.3950195,0.6350195,0.860019493,-0.714961,-0.4449805,1.045019
"5896",1.16,0.84,1.03,0.39,0.71,1.105,0.06001953,-0.35,1.05
"5897",-0.215,0.785,0.945,0.465,0.905,-0.57,0.3650195,-0.185,-2.585
"5898",0.385,-0.085,1.045,-0.015,-0.765,-1.01,-1.33498,-0.285,-1.455
"5900",1.81,1.35,0.84,0.25,0.5,-0.615,0.2900195,-0.75,-0.59
"5903",0.635,1.935,0.285,-0.245,-0.665,-1.94,0.5650195,-1.505,-2.215
"5909",2.4,-0.59,0.48,1.38,0.02,-0.455,0.2000195,-0.21,-1.08
"5912",1.07,1.47,1.39,-0.4,-0.39,0.045,-0.1099805,-0.35,-0.56
"5913",1.365,2.665,1.485,0.415,-0.105,-2.22,-0.7949805,0.005,1.045
"5914",1,1.43,-0.54,0.83,0.14,0.525,-0.5299805,-0.02,0.94
"5917",1.300019,1.020019,0.8900195,0.2000195,-1.179981,-2.354980507,-0.529961,-3.039981,0.3900195
"5918",0.4800195,1.820019,0.4900195,-0.01998051,-0.3399805,-1.924980507,-0.479961,-2.059981,0.2600195
"5919",0.895,1.295,1.015,-0.385,0.225,-0.11,1.00502,-0.155,-0.435
"5921",1.695019,2.055019,2.145019,0.5150195,0.1550195,-1.639980507,0.365039,-1.534981,-2.514981
"5924",1.215,2.505,-0.195,0.025,1.145,0.19,0.8350195,0.055,-0.445
"5927",0.915039,0.715039,1.575039,0.695039,0.235039,0.250038986,1.175059,-1.564961,-0.814961
"5928",3.455894e-18,0.52,-0.02,0.26,-0.19,0.955,0.1000195,-0.09,0.87
"5929",1.039479e-17,0.96,0.18,0.45,0.54,-0.125,0.5600195,0.04,-0.01
"5932",1.415,0.585,0.985,0.785,-0.165,-0.67,0.1550195,-0.415,0.175
"5933",1.16,0.08,1.15,0.98,1.16,-0.165,0.7800195,0.89,-0.02
"5936",0.66,0.12,0.93,0.19,0.4,-0.115,-0.1899805,-0.01,0.59
"5939",1.305,0.035,1.825,0.135,0.475,-0.92,-0.3849805,-0.135,-1.575
"5945",1.9,3.46,0.57,1.54,2.05,-1.025,-0.1599805,-0.34,-1.17
"5947",1.58,3,-1.97,0.49,1.01,-0.875,-0.08998047,-1.45,-0.72
"5949",0.825,2.095,0.665,0.445,0.275,-0.31,0.2250195,-0.195,-0.995
"5953",0.5625,-0.5475,0.7425,0.3925,0.8025,0.0375,-0.6074805,-0.7575,0.1225
"5955",1.215,-0.275,-0.405,0.325,0.095,0.61,-0.8349805,0.415,0.685
"5959",0.605,0.085,0.515,0.035,0.215,0.18,-0.06498047,0.015,0.605
"5960",0.85,2.38,0.01,0.54,0.71,0.355,-0.3799805,0.11,-0.05
"5961",0.5000195,2.030019,-0.2399805,0.2200195,0.4500195,0.195019493,-0.339961,-0.4699805,-0.2599805
"5962",0.905,1.645,0.085,1.605,0.445,-1.06,-0.6449805,-0.725,-1.295
"5965",0.51,0.04,0.47,0.25,0.1,-0.265,-0.1599805,-0.53,0.18
"5968",0.27,0.43,1.1,-0.67,-0.43,-1.085,0.04001953,-1.66,-0.46
"5975",0.66,0.88,0.87,0.55,-0.19,-0.245,0.2200195,0.65,-0.66
"5983",-0.01,0.59,-0.66,-1.45,-0.65,-1.975,-0.06998047,-1.86,-2.53
"5985",0.965,1.965,-0.785,0.115,-0.015,-0.14,-0.6749805,-1.715,-1.735
"5986",0.04,1.17,1.64,0.93,0.1,-0.235,0.1800195,-0.26,-1.31
"5989",0.23,0.35,-2.7,1.42,2.18,1.395,-0.9699805,0.08,-0.06
"5994",0.245,0.925,0.675,1.195,0.065,0.11,-0.1249805,0.825,-0.355
"5999",0.0275,0.2375,0.9775,0.0775,0.1475,0.0025,0.9275195,-0.4225,-0.5825
"6000",-0.46,-0.03,1.31,0.23,0.21,0.425,0.2300195,0.73,-0.64
"6001",-0.67,-0.12,1.25,0.33,0.1,0.475,0.3600195,1.01,-1.13
"6004",0.04002926,1.510029,-0.2699707,0.3900293,0.7400293,1.005029259,0.1200488,0.1000293,-0.1699707
"6010",0.375,0.365,1.625,0.835,0.745,1.09,-0.04498047,-0.935,-1.595
"6014",0.01,1.23,0.43,0.8,-0.22,-0.155,0.3400195,0.03,-0.43
"6015",0.39,0.24,1.29,0.96,-0.13,-0.605,-0.09998047,0.54,0.81
"6020",1.57001,0.2900098,1.40001,0.1200098,-0.3899902,-0.254990234,-0.2199707,-0.7199902,0.09000977
"6024",0.03,0.42,-0.15,1.03,0.39,0.115,-0.1399805,0.35,0.59
"6026",-0.2600098,0.1899902,-0.3900098,0.2699902,0.2099902,0.244990234,-0.04999023,0.1599902,0.09999023
"6029",-3.469447e-18,-0.78,0.75,1.25,0.52,0.865,0.3100195,0.38,1.12
"6030",0.1925,-0.0375,0.6025,1.3925,0.2625,0.4575,-0.3274805,0.5925,0.6125
"6031",0.04,-1.3,0.25,0.62,-0.36,0.175,-1.73998,0.22,0.32
"6036",-0.39,-0.82,-0.21,-0.28,-0.62,-0.115,-0.1399805,-0.2,0.17
"6037",0.29,-0.69,-0.04,-0.14,-0.48,-0.205,-0.1399805,-0.42,0.31
"6043",0.18,0.33,0.94,0.87,0.13,-0.185,0.2800195,1.12,-0.31
"6044",0.72,-0.19,-0.5,0.86,0.7,-0.045,0.1600195,-0.54,1.83
"6053",1.25,0.76,0.22,0.25,-0.47,-0.705,-2.75998,-1.58,-3.08
"6054",0.98,0.47,0.29,0.02,-0.26,-0.475,-2.88998,-1.63,-3.24
"6055",1.025019,0.6950195,0.2850195,0.1650195,-0.3749805,-0.689980507,-3.474961,-1.844981,-3.574981
"6056",0.04,0.04,1.8,-0.33,-0.65,-0.875,-1.77998,-1.01,-2.22
"6059",-0.86,0.66,1.08,1.03,-0.01,0.415,-0.4299805,0.61,-0.78
"6060",-0.8000098,0.7099902,1.39999,0.6799902,0.1099902,0.584990234,-0.02999023,0.2099902,-0.4300098
"6061",-0.5299902,0.5300098,1.11001,0.1700098,-0.6099902,0.085009766,0.2100293,-0.3599902,-0.9599902
"6062",-0.4199902,0.1800098,0.2500098,0.6400098,-0.6399902,1.075009766,0.0900293,0.5500098,-1.43999
"6063",0.63,1.71,-1.94,-0.64,-0.06,0.155,-0.4099805,0.53,1.51
"6064",1.03,1.35,-1.8,-0.37,-0.06,-0.225,-0.1699805,0.68,1.86
"6069",0.3,-0.35,0.57,-0.68,-0.25,0.365,-0.2299805,-0.02,1.27
"6070",0.86,0.7,0.1,-0.29,-0.44,-0.035,0.2500195,-0.09,0.73
"6072",0.08000977,1.09001,-0.3199902,-0.5399902,-1.06999,-1.324990234,-0.9599707,-0.9699902,-0.4899902
"6075",0.85,0.85,1.355253e-20,0.56,1.53,-0.805,-0.01998047,-1.73,-1.59
"6078",0.76,2.18,0.58,1.24,0.23,-1.155,0.1700195,-0.43,0.14
"6079",1.39001,2.40001,0.5600097,1.35001,0.2600097,-1.484990273,0.3500293,-0.2699903,0.1300097
"6081",-0.1999805,1.530019,1.160019,0.09001949,-0.4099805,-0.404980507,0.480039,0.06001949,-0.9099805
"6092",0.3549902,0.3349902,0.3849902,-0.2950098,0.4549902,-0.020009766,-0.004990234,-0.3250098,0.3649902
"6097",-0.235,-0.015,0.625,0.545,-0.115,-1.09,-0.6349805,-0.225,-0.695
"6103",0.435,1.105,-0.235,0.045,-0.345,-0.97,0.06501953,-0.245,0.865
"6105",0.8199902,0.4399902,0.1899902,1.32999,-0.6200098,-1.155009766,9.765625e-06,-0.3700098,-0.01000977
"6107",-0.005,0.755,0.115,0.225,-0.335,-0.66,-0.7549805,0.085,-0.485
"6109",0.305,0.085,0.185,0.805,0.285,-0.13,0.07501953,0.215,-0.305
"6110",0.25,0.4,0.41,0.85,0.31,-0.125,0.1500195,0.33,0.03
"6112",0.05,0.49,0.39,0.65,0.18,-0.075,-0.04998047,0.33,-0.24
"6113",3.455894e-18,0.39,0.38,0.57,0.14,-0.425,-0.2499805,0.25,-0.13
"6119",0.57,0.42,0.23,0.39,0.7,-0.245,-0.8699805,-0.02,0.67
"6120",1.11999,0.2099902,0.4199902,0.2699902,0.8699902,-0.365009766,-1.05999,-0.2600098,1.30999
"6121",1.145019,0.06501949,0.4350195,0.2250195,0.8050195,-0.249980507,-0.954961,-0.1749805,1.155019
"6124",0.03,0.59,1.15,0.96,0.52,2.505,1.01002,1.7,-1.01
"6131",0.2700195,0.5000195,-0.06998051,0.9800195,-0.01998051,0.915019493,-0.459961,1.140019,1.330019
"6134",-0.5199805,1.470019,-0.5899805,0.9200195,-0.2599805,-0.114980507,-0.03996098,1.530019,1.170019
"6135",-0.265,0.945,-0.455,0.415,-0.705,0.01,-0.1049805,0.735,0.145
"6136",-0.425,-0.235,0.775,0.785,-0.265,-0.85,-0.9449805,0.905,1.055
"6138",0.28,0.02,0.52,1.28,-0.39,-1.395,0.1700195,-0.73,0.12
"6141",-0.8599902,0.06000977,-0.4099902,1.10001,0.7400098,0.185009766,0.9600293,-0.3999902,0.7400098
"6144",-0.33,-0.05,0.17,0.36,0.06,0.645,-0.5299805,-0.81,-1
"6147",2.020019,1.140019,1.920019,0.6700195,-0.1299805,1.835019493,-0.589961,-1.129981,-2.549981
"6148",1.325,-0.995,2.525,0.335,1.295,3.27,-0.3449805,-1.575,-1.495
"6151",2.585,-1.215,3.295,1.235,1.395,4.21,-0.2449805,-1.695,-2.205
"6152",2.66499,-1.30501,3.31499,1.00499,1.12499,3.799990234,-0.01499023,-1.78501,-1.70501
"6154",1.9,-0.16,2.43,0.54,0.4,3.245,0.1300195,-1.06,-1.15
"6155",1.25,-0.13,2.22,0.86,0.57,2.515,-0.1599805,-0.54,-0.8
"6157",1.355,-1.325,2.425,0.095,0.745,3.27,0.4250195,-1.615,-1.125
"6159",0.685,-1.025,1.375,0.225,0.025,2.11,-0.3149805,-1.265,-1.095
"6160",0.6050195,-0.4549805,1.005019,0.1950195,0.3450195,1.450019493,-0.594961,-0.6749805,-0.8049805
"6162",0.16,-0.17,0.74,-0.09,-0.06,0.985,-0.01998047,-1.06,-0.71
"6164",0.04,-0.49,0.28,-0.48,0.2,0.805,-0.4399805,-0.48,-0.07
"6170",0.7650098,1.62501,1.60501,0.1450098,-0.4449902,0.120009766,-0.0949707,-0.8049902,1.07501
"6173",0.315,0.315,0.925,-0.075,0.835,0.23,0.5450195,-0.045,-0.725
"6174",1.33,-0.76,0.66,0.16,0.35,-0.065,1.03002,-1.27,-1.13
"6176",0.655,-0.265,0.185,-0.095,0.005,1.16,0.01501953,-0.145,-0.585
"6177",1.84,0.36,0.4,-0.41,-0.2,-0.445,-0.9899805,-0.01,0.58
"6179",0.825,-0.445,-0.955,-0.155,-0.455,-0.13,0.1850195,0.235,0.155
"6181",0.285,0.935,0.125,-0.155,0.005,0.4,-0.6549805,0.095,-0.205
"6182",0.235,-0.135,0.695,0.235,-0.185,-0.06,1.58502,0.345,0.185
"6185",0.385,0.235,1.135,0.105,-0.795,-0.38,-2.28498,-2.765,0.825
"6187",0.5025,0.7425,0.9525,0.1025,0.6525,-0.1525,-0.3774805,-0.4175,-0.4075
"6189",0.315,0.415,1.565,-0.425,0.085,-1.03,0.4650195,-1.585,-0.655
"6190",0.71,0.72,1.99,-0.51,-0.38,-0.605,0.7900195,-1.76,-0.75
"6192",-0.85,-0.47,0.53,1.2,-0.56,-0.995,1.00002,-0.11,1.58
"6193",-0.5649902,-0.8749902,0.3750098,1.09501,-0.4749902,0.210009766,0.7550293,-0.1349902,1.83501
"6195",0.2950195,-0.6549805,-0.7649805,1.195019,0.6050195,0.440019493,0.115039,0.09501949,0.005019493
"6206",0.01,0.61,0.75,-0.19,0.08,-0.585,0.3000195,-0.01,-0.35
"6219",0.09999023,1.12999,0.7099902,0.3399902,0.1799902,-0.035009766,0.1400098,0.7699902,-0.4300098
"6229",3.455894e-18,0.41,0.73,0.37,-0.07,0.845,0.05001953,0.89,-0.68
"6230",0.25,0.18,0.7,0.36,-0.13,0.825,0.01001953,0.77,-0.29
"6233",-0.2200098,1.23999,-0.4900098,0.7999902,0.1299902,1.164990234,0.1000098,0.6199902,-0.5500098
"6234",-1.325,-0.975,1.095,0.305,0.185,1.16,-0.4749805,0.285,0.165
"6235",0.135,-0.295,2.175,0.945,-0.315,1.87,-0.7349805,1.715,-0.065
"6236",0.4249902,-1.22501,2.56499,1.56499,-0.3850098,1.949990234,-2.10499,2.97499,-0.1250098
"6241",-0.47,-0.31,1.26,0.07,0.08,-0.225,-0.3399805,-0.47,-1.96
"6242",0.045,-0.075,0.435,0.565,-0.025,0.24,0.5050195,-0.335,-2.985
"6247",0.7,-1.54,-0.01,0.4,-0.19,1.145,-0.2699805,-0.81,-2.16
"6248",1.055,-1.015,-1.965,0.735,0.165,0.78,-0.5349805,-1.745,-2.005
"6259",-0.245,0.515,0.435,-0.095,-0.185,0.2,0.7250195,-0.125,-0.525
"6262",2.475019,5.365019,0.1950195,2.375019,2.165019,0.510019493,0.945039,-0.3849805,-0.9849805
"6275",0.5700195,-0.9299805,-0.2899805,0.2100195,1.020019,0.715019493,0.960039,0.1500195,-1.229981
"6276",0.595,-0.925,0.275,0.255,0.605,0.71,0.9050195,0.065,-1.325
"6277",1.31,0.03,3.9,5.82,2.56,2.245,3.66002,6.65,-0.18
"6280",-0.575,0.095,-0.785,0.695,0.265,0.07,0.8450195,0.015,-1.285
"6281",0.2650098,0.4950098,-0.9549902,0.4950098,0.1250098,-0.169990234,0.4950293,-0.9549902,0.1250098
"6287",1.185,0.395,0.215,1.255,-0.295,-0.46,0.9850195,0.695,-0.315
"6288",1.06499,2.79499,-0.1350098,1.34499,1.56499,-0.920009766,0.1350098,0.7649902,2.08499
"6291",0.555,0.835,0.295,0.445,0.285,-0.39,-0.5449805,0.355,2.455
"6299",0.255,-0.365,0.585,-0.565,-0.145,1.14,0.3650195,0.245,1.125
"6300",-0.01,-0.52,0.8,0.34,0.87,0.665,0.6300195,1.45,0.81
"6302",-0.175,-2.425,0.355,0.565,0.115,0.03,-0.2849805,0.045,0.025
"6304",0.025,-0.465,0.825,-0.115,-0.875,-1.3,-1.45498,-0.345,1.285
"6312",0.955,1.165,-0.675,0.665,2.215,1.52,0.4750195,0.485,-2.655
"6326",0.4149902,1.53499,-0.8250098,0.6449902,-0.1450098,0.749990234,1.20501,-0.5550098,-0.6950098
"6327",0.22,1.58,1.387779e-17,0.09,0.22,0.445,-0.2499805,-0.16,-0.08
"6331",0.275,1.065,-0.015,0.635,1.145,-0.49,1.00502,-0.665,-0.785
"6336",0.25,1.27,0.4,-0.05,-0.49,1.865,0.8300195,-0.14,-0.22
"6337",-0.305,0.625,-0.825,0.405,-0.365,0.23,-0.3649805,-0.195,0.845
"6341",0.325,-1.105,-0.565,-0.195,0.545,3.32,-0.7549805,-1.105,-1.715
"6347",0.14,0.24,0.18,0.31,0.91,1.435,0.4200195,0.1,0.6
"6348",-0.2599902,-0.6599902,0.7200098,0.03000977,-0.3899902,0.145009766,1.020029,0.1800098,-0.2999902
"6350",0.965,1.315,-0.175,0.405,-0.385,-0.97,1.02502,0.305,-0.245
"6351",0.27,2.35,-0.6,0.27,0.89,0.405,1.59002,-0.44,-0.33
"6354",-0.625,-0.235,0.715,1.505,0.375,-0.77,0.3950195,1.285,1.185
"6356",-1.53,-0.35,2.13,1.21,0.63,-0.585,0.1600195,1.27,1.15
"6357",-1.325,0.035,1.585,1.245,0.685,-0.48,0.03501953,1.055,1.395
"6358",-0.67,-0.37,1.66,0.7,0.43,-1.725,-0.05998047,0.69,0.68
"6359",0.365,-0.025,0.095,-0.395,-0.005,-0.56,0.06501953,-0.165,0.655
"6360",0.6,0.2,0.52,-0.28,-0.31,-0.465,0.5400195,-0.27,0.69
"6362",-0.395,0.675,0.425,0.425,0.325,-0.71,0.7550195,-0.135,0.305
"6367",1.0175,-0.6225,0.0875,-0.1425,-0.5225,-1.1975,-0.5024805,-0.1325,0.5075
"6370",1.715019,0.4950195,0.2850195,0.09501949,-0.3249805,-0.919980507,0.06503902,-0.06498051,1.315019
"6371",2.085019,0.5350195,0.3150195,0.1050195,-0.4249805,-0.789980507,-0.154961,0.2950195,0.6350195
"6373",2.15,0.33,0.05,0.12,-0.32,-0.755,0.4600195,0.07,0.48
"6374",2.27,0.07,-0.01,-0.2,-0.39,-0.665,-0.3199805,0.33,0.73
"6376",2.01999,0.1399902,0.2599902,0.2099902,-0.2200098,-0.055009766,0.7400098,-0.1700098,0.5499902
"6377",0.5925,0.3725,0.1025,0.0225,0.3325,0.1875,-0.6474805,-0.2375,1.1525
"6379",0.9199902,0.4999902,-0.5700098,-0.2600098,0.2299902,-0.395009766,-0.3599902,-0.08000977,1.16999
"6388",0.1549902,1.36499,0.7249902,-0.5850098,-0.8850098,-1.120009766,0.005009766,-0.4750098,0.5849902
"6401",0.4699902,-0.6100098,0.7199902,0.5499902,-0.03000977,-0.125009766,0.5800098,0.7899902,-0.5500098
"6402",0.7300195,-0.07998051,0.3200195,0.1400195,0.2400195,-0.214980507,0.470039,0.1500195,0.4800195
"6414",2.74,4.35,2.31,2.13,-0.04,3.035,1.96002,0.71,-0.65
"6423",-0.4925,0.2075,0.3575,1.4075,0.7375,0.1125,1.61752,0.4775,-1.2625
"6424",0.5900098,0.9200098,0.8200098,0.1700098,0.3400098,0.675009766,-0.0399707,0.5900098,-0.5899902
"6425",-0.01,0.23,0.78,0.12,-0.01,-0.295,0.2000195,-0.34,-0.64
"6427",0.98,0.1,0.69,0.67,-0.05,0.575,0.5000195,-0.15,-0.1
"6432",0.08,0.69,0.37,0.57,-0.46,-1.365,-0.1899805,-0.2,0.58
"6437",0.02,0.38,-0.13,0.05,0.22,0.565,0.1800195,0.08,-0.1
"6439",0.555,0.595,-0.855,-0.645,-0.625,0.01,-0.1449805,0.195,1.065
"6441",0.315,0.145,-0.105,0.025,-0.325,0.3,0.07501953,-0.065,-0.455
"6442",0.115,-0.245,0.465,0.105,-0.415,-0.15,0.9450195,0.645,-1.095
"6447",0.1775,0.6675,-2.2325,-0.1525,0.0675,-0.7775,-0.01248047,0.3575,0.0075
"6460",0.165,0.865,0.345,0.285,0.205,-0.75,-0.8249805,-0.035,-0.635
"6465",0.3725195,-0.1874805,-0.9974805,0.2725195,0.7025195,-1.282480507,-0.07746098,0.4525195,-0.07748051
"6470",-0.195,1.785,0.305,-0.085,-0.295,-0.49,0.7350195,-0.145,0.075
"6475",0.22,-0.11,-0.08,-0.05,0.38,0.715,0.1200195,0.71,-0.15
"6476",0.73,-0.05,0.8,-0.17,0.61,0.545,0.1700195,0.8,-0.9
"6479",-0.995,0.225,-0.915,-0.375,-0.405,-0.45,0.5450195,-0.245,-0.195
"6482",-0.275,0.405,-0.225,-0.285,-0.055,-0.39,0.6350195,-0.485,0.135
"6489",0.355,0.915,0.625,-0.145,-0.185,-1.09,-0.4749805,0.025,-0.225
"6491",0.21,0.97,0.28,-0.17,0.06,0.035,-0.1599805,0.29,-0.31
"6498",-0.13,1.44,0.01,0.23,-0.41,-0.165,0.05001953,0.04,-0.55
"6499",0.995,0.655,-0.945,-0.305,-0.185,0.1,0.07501953,0.455,-0.585
"6500",0.3599902,1.08999,0.07999023,-0.2700098,-0.1600098,-0.485009766,0.02000977,-0.4300098,0.3499902
"6501",0.485,1.155,0.295,-0.465,-0.245,-0.51,0.1250195,-0.325,0.015
"6503",0.82,0.65,-0.65,-0.37,6.938894e-18,0.155,-0.7899805,0.42,0.31
"6504",0.985,0.675,-0.665,0.005,-0.025,-0.02,-0.9449805,0.495,0.285
"6509",0.095,0.635,-1.615,0.695,-0.415,-0.77,-0.5049805,-0.065,0.755
"6513",0.125,1.155,0.435,0.175,-0.205,-0.29,0.02501953,-0.315,0.375
"6515",0.7949902,0.6449902,-0.7150098,-0.2850098,-0.1350098,0.099990234,-0.2849902,-0.05500977,0.1249902
"6517",0.6899902,0.3999902,-0.3800098,1.03999,0.1799902,-1.115009766,-0.2799902,-0.3500098,-0.01000977
"6518",0.36,0.63,0.21,0.4,-0.04,-0.295,0.2200195,-0.41,0.2
"6523",0.285,0.285,-0.145,0.165,-0.185,0.04,0.4350195,0.975,-0.015
"6526",0.16,0.87,-0.94,0.92,1.734723e-18,0.965,-0.5099805,-1.14,1.2
"6531",-0.175,3.185,-1.735,1.205,1.845,-1.89,-0.2049805,-0.265,0.545
"6532",-1.02501,3.01499,-0.1550098,0.9549902,1.57499,-1.590009766,-0.1049902,0.02499023,1.35499
"6533",0.33,1.98,1.19,-1.14,0.36,0.255,2.17002,0.16,1.1
"6543",-1.18,3.18,-1,1.54,0.01,0.085,0.06001953,-0.27,-0.04
"6545",-1.26,2.99,0.31,1.34,0.13,-0.305,-1.12998,0.12,-0.29
"6548",-0.5975,3.5625,1.2525,3.4925,-0.0975,-2.3725,1.37252,-0.5775,-0.9275
"6552",1.115,1.475,-0.575,-0.165,0.295,0.3,0.9750195,0.935,0.745
"6555",0.32,1.4,-0.72,-0.01,-0.24,0.005,-0.3099805,0.37,0.73
"6557",-0.795,2.105,-0.295,0.395,-0.035,-0.38,0.1950195,0.645,0.075
"6575",-0.0225,0.4975,-0.5525,0.0475,-0.2025,0.0225,-0.09248047,0.1475,-0.1825
"6577",0.17,0.7,-0.57,0.17,-3.455894e-18,-0.265,-0.2799805,-0.16,0.04
"6585",0.305,0.355,-0.285,-0.685,0.725,-0.15,-0.07498047,-0.525,-0.285
"6597",-0.07,-0.43,0.48,-0.37,0.07,-0.175,0.04001953,1.17,0.13
"6603",-0.08,1.21,-0.36,0.37,0.31,-1.415,-0.4399805,-0.48,-0.77
"6609",-0.34,0.87,-0.16,0.1,-0.3,-0.125,-0.2199805,-0.15,0.66
"6617",-0.4299902,0.02000977,-0.8799902,-0.7199902,-0.7199902,-1.184990234,-0.2999707,-0.3199902,0.1300098
"6626",-0.04748051,1.102519,0.05251949,0.1425195,-0.4374805,-0.002480507,0.832539,-0.2274805,0.7225195
"6628",-0.085,-1.185,-0.605,0.245,0.465,-0.32,-0.3049805,-1.065,0.415
"6652",0.675,-0.555,0.335,0.275,-0.365,0.34,-0.4849805,0.135,-0.425
"6655",0.8250195,-0.3749805,0.05501949,0.3050195,0.1450195,0.410019493,-0.324961,0.07501949,0.2650195
"6661",-0.075,1.495,0.795,-0.005,-0.485,-0.29,-0.7449805,1.135,0.445
"6662",1.0625,0.8625,1.5025,0.0125,-0.0475,-0.3525,-1.17748,-0.0175,0.7725
"6664",0.48,0.01,1.85,0.11,0.43,0.375,-0.8199805,-1.07,0.33
"6670",0.945,0.195,0.495,-0.115,0.225,-0.59,-0.3849805,-0.045,0.305
"6671",0.48,-0.15,0.56,-0.07,1.734723e-18,-0.025,-0.4399805,0.15,0.54
"6677",-0.085,1.135,0.785,-0.055,-0.275,-0.25,0.02501953,-0.225,0.005
"6678",0.245,1.135,0.295,-0.325,-0.085,-0.21,0.1950195,-0.685,0.705
"6684",0.695,-0.875,0.905,-0.545,0.015,-0.54,-0.5649805,-0.175,0.315
"6690",0.14,-1.07,-0.9,0.34,0.73,-0.245,0.8000195,0.6,0.5
"6691",-0.25,-1.28,-0.69,-0.19,0.97,0.115,0.3000195,0.69,2.71
"6698",-0.05000977,0.4299902,0.2899902,0.1399902,-0.01000977,0.634990234,0.1300098,0.07999023,-0.3500098
"6700",-1.415,-0.015,-0.085,0.855,0.485,0.64,0.6850195,0.165,0.105
"6703",-0.165,-0.295,1.445,0.505,0.015,0.26,-0.8649805,-0.985,-0.095
"6707",0.365,-0.105,-0.025,0.135,0.005,0.25,0.06501953,0.425,-0.185
"6719",-0.1,-0.69,-1.53,2.67,0.69,2.435,-1.13998,0.21,-1.27
"6733",-0.055,0.645,-0.065,0.345,0.155,0.32,-0.1749805,1.445,0.615
